Recording Team,Recording Date,Audio Filename,Spectrogram Filename,Age Category,Age Cat NB,Sex,Context,Context Category,Call Type (Freq),Call Type NB,Valence,F0Mean,Q25,Q50,Q75,Fpeak,Dur,AMVar,AMRate,AMExtent,Harmonicity,WienEntrMean,DFMin,LPC1,LPC2,LPC3,LPC4,LPC5,LPC6,Type
ETHZ,8/25/14,ETHZETHZPositivePositivepig175.wav,ETHZETHZPositivePositivepig175.wav_spec.png,Weaner,2,male,Enriched,Enriched,LFm,2,Pos,63.215,137.57,319.731,560.254,126.294,0.224,136.172,20.1,6.775,-0.1,-1.242,1054.387,371.815,1069.941,2103.526,3410.041,3966.505,4768.378,LF
ETHZ,8/25/14,ETHZETHZPositivePositivepig176.wav,ETHZETHZPositivePositivepig176.wav_spec.png,Weaner,2,male,Enriched,Enriched,LFs,1,Pos,54.62,152.837,340.495,493.063,380.684,0.251,89.371,31.818,2.809,1.73,-1.417,1479.372,386.507,1094.934,2082.845,3478.574,3797.752,4657.893,LF
ETHZ,8/27/14,ETHZETHZPositivePositivepig191.wav,ETHZETHZPositivePositivepig191.wav_spec.png,Weaner,2,male,Enriched,Enriched,LFs,1,Pos,53.814,256.71,438.431,1117.695,380.838,0.185,124.39,21.602,5.758,0.58,-1.433,1029.431,430.307,2200.529,3382.074,4014.554,4958.041,6002.767,LF
ETHZ,8/27/14,ETHZETHZPositivePositivepig192.wav,ETHZETHZPositivePositivepig192.wav_spec.png,Weaner,2,male,Enriched,Enriched,LFs,1,Pos,42.816,206.622,497.737,1737.82,105.77,0.252,104.371,23.776,4.39,-1,-1.693,1110.585,430.478,2086.629,3683.758,5004.894,5965.107,6768.629,LF
ETHZ,8/27/14,ETHZETHZPositivePositivepig193.wav,ETHZETHZPositivePositivepig193.wav_spec.png,Weaner,2,male,Enriched,Enriched,LFs,1,Pos,54.069,241.154,466.441,1967.679,373.214,0.158,75.762,18.932,4.002,1.52,-2.677,1196.83,388.167,2304.391,3109.804,3818.962,5348.43,6762.567,LF
ETHZ,8/27/14,ETHZETHZPositivePositivepig194.wav,ETHZETHZPositivePositivepig194.wav_spec.png,Weaner,2,male,Enriched,Enriched,LFs,1,Pos,49.277,161.54,378.678,955.967,85.023,0.184,113.831,10.847,10.494,2.31,-1.468,1586.047,394.469,1093.558,2294.794,3214.258,5522.742,6784.297,LF
ETHZ,8/27/14,ETHZETHZPositivePositivepig195.wav,ETHZETHZPositivePositivepig195.wav_spec.png,Weaner,2,male,Enriched,Enriched,LFs,1,Pos,43.988,129.598,342.78,846.909,77.448,0.19,99.379,21.088,4.713,0.18,-1.157,1005.854,384.272,2349.453,3268.321,3894.386,5940.381,6924.994,LF
ETHZ,8/27/14,ETHZETHZPositivePositivepig196.wav,ETHZETHZPositivePositivepig196.wav_spec.png,Weaner,2,male,Enriched,Enriched,LFs,1,Pos,46.432,266.317,546.219,2356.344,394.298,0.196,88.249,20.381,4.33,1.27,-2.082,1261.771,406.247,1159.078,2428.477,3186.429,3968.082,4189.111,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig201.wav,ETHZETHZPositivePositivepig201.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,57.522,288.496,558.048,2023.851,373.275,0.261,116.404,22.949,5.072,2.22,-2.142,1469.989,406.958,2294.832,3270.061,5416.458,5936.611,8898.542,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig2011.wav,ETHZETHZPositivePositivepig2011.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFm,2,Pos,45.951,154.974,344.832,587.608,397.134,0.491,127.932,27.492,4.653,1.01,-0.988,1578.839,400.152,1976.59,2436.397,3828.041,5034.551,6656.648,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig2012.wav,ETHZETHZPositivePositivepig2012.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,62.596,254.579,563.269,2038.85,194.807,0.214,123.025,16.339,7.53,1.68,-2.32,1005.76,404.403,2388.408,3331.603,4546.945,6132.235,6865.235,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig2014.wav,ETHZETHZPositivePositivepig2014.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,58.935,317.933,984.514,2317.229,362.993,0.294,114.073,18.707,6.098,3.76,-2.015,877.939,385.284,2167.565,2951.214,4459.989,5316.527,6219.129,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig2015.wav,ETHZETHZPositivePositivepig2015.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,48.983,289.02,464.379,1842.723,380.895,0.389,141.046,20.574,6.856,2.8,-2.428,1135.967,386.986,2089.833,3748.079,4608.699,5921.509,6813.017,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig206.wav,ETHZETHZPositivePositivepig206.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,60.22,309.082,916.18,2417.129,374.128,0.33,100.819,22.71,4.439,2.52,-1.967,1375.307,408.168,2138.543,3073.303,5542.508,6520.25,7479.314,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig208.wav,ETHZETHZPositivePositivepig208.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,55.575,325.218,781.761,2285.018,370.195,0.299,139.936,21.774,6.427,4.85,-2.6,1998.793,382.77,2358.81,2917.852,4668.124,6192.004,6912.892,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig209.wav,ETHZETHZPositivePositivepig209.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,58.03,315.677,494.125,1965.929,375.358,0.389,143.477,24.436,5.872,4.21,-2.753,1155.054,393.777,2180.776,2934.589,3799.992,5251.719,6180.061,LF
ETHZ,8/27/14,ETHZETHZPositivePositivepig2110.wav,ETHZETHZPositivePositivepig2110.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,61.478,165.708,328.302,479.865,366.064,0.316,134.966,23.713,5.692,1.5,-0.887,1712.554,378.334,1115.555,2488.486,3173.198,3803.812,5564.374,LF
ETHZ,8/27/14,ETHZETHZPositivePositivepig2112.wav,ETHZETHZPositivePositivepig2112.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,59.253,150.339,321.693,547.475,363.713,0.306,177.068,27.793,6.371,-0.63,-0.881,1694.206,369.138,1159.747,2412.475,3571.274,6774.975,7558.793,LF
ETHZ,8/27/14,ETHZETHZPositivePositivepig2113.wav,ETHZETHZPositivePositivepig2113.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,57.922,83.395,240.185,522.646,75.146,0.391,129.024,25.576,5.045,-0.33,-0.981,919.748,386.193,1144.259,2240.689,2951.691,3822.848,5063.368,LF
ETHZ,8/27/14,ETHZETHZPositivePositivepig212.wav,ETHZETHZPositivePositivepig212.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,55.494,159.568,364.692,593.339,394.091,0.288,98.038,22.541,4.349,0.02,-0.885,1119.535,421.779,1879.439,2662.929,3752.822,5390.587,6320.277,LF
ETHZ,8/27/14,ETHZETHZPositivePositivepig214.wav,ETHZETHZPositivePositivepig214.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,63.175,115.006,277.981,592.486,83.047,0.26,147.853,28.836,5.127,-0.91,-0.769,1165.19,389.135,2401.598,3781.426,4358.27,5250.424,6723.98,LF
ETHZ,8/27/14,ETHZETHZPositivePositivepig215.wav,ETHZETHZPositivePositivepig215.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,53.417,129.584,314.335,662.87,93.456,0.157,107.771,15.905,6.776,-1.29,-0.901,1136.802,395.479,1137.958,2296.929,3641.344,5470.933,6671.118,LF
ETHZ,8/27/14,ETHZETHZPositivePositivepig216.wav,ETHZETHZPositivePositivepig216.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,65.146,137.941,333.121,696.636,128.456,0.16,95.668,21.829,4.383,-2.14,-0.873,961.312,397.371,1166.215,2333.775,3708.257,4198.291,9938.839,LF
ETHZ,8/27/14,ETHZETHZPositivePositivepig217.wav,ETHZETHZPositivePositivepig217.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,59.016,175.46,376.605,715.764,409.305,0.211,121.896,21.277,5.729,-2.69,-0.929,1052.312,418.107,2559.011,3441.993,3932.703,6590.929,7266.367,LF
ETHZ,8/27/14,ETHZETHZPositivePositivepig218.wav,ETHZETHZPositivePositivepig218.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,56.882,208.302,409.861,951.232,428.582,0.193,103.218,20.69,4.989,-2.03,-1.522,1183.625,399.684,1121.238,2463.974,3658.321,3967.396,6182.862,LF
ETHZ,8/27/14,ETHZETHZPositivePositivepig219.wav,ETHZETHZPositivePositivepig219.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,47.453,159.675,345.734,722.806,111.36,0.228,121.398,28.454,4.266,-2.68,-0.914,1523.928,384.377,1166.602,2484.637,3513.873,4012.965,4830.695,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig221.wav,ETHZETHZPositivePositivepig221.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,59.249,148.602,432.769,1264.433,81.03,0.237,115.219,23.244,4.957,0.44,-1.431,806.724,450.79,1108.139,2610.381,3826.521,5220.284,6911.667,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig2210.wav,ETHZETHZPositivePositivepig2210.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFm,2,Pos,64.566,292.153,739.706,2495.483,438.734,0.292,116.673,22.259,5.242,1.72,-2.105,1009.382,444.738,1280.154,2585.729,3434.396,7365.991,8142.496,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig2211.wav,ETHZETHZPositivePositivepig2211.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,59.382,137.843,380.658,728.485,432.739,0.333,117.306,24.002,4.887,1.03,-1.049,1211.792,433.209,2562.971,4395.479,5417.185,6162.976,7476.115,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig2212.wav,ETHZETHZPositivePositivepig2212.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,60.622,210.355,409.272,858.418,408.21,0.338,94.602,22.201,4.261,2.04,-1.279,1068.313,425.941,1157.784,2471.893,3464.791,3849.098,6210.896,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig2217.wav,ETHZETHZPositivePositivepig2217.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,55.681,261.572,462.256,1031.548,447.381,0.191,146.952,15.677,9.374,2.23,-1.461,1034.448,450.151,1188.652,2470.809,3597.49,4025.742,6222.958,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig2218.wav,ETHZETHZPositivePositivepig2218.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,61.811,285,465.129,1276.974,408.367,0.285,136.46,24.6,5.547,1.5,-1.548,1358.98,432.822,1098.149,2708.637,3819.711,4858.407,5951.002,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig224.wav,ETHZETHZPositivePositivepig224.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,63.293,323.257,555.146,1803.909,440.642,0.239,132.868,14.653,9.068,1.9,-1.71,1010.827,461.366,1229.018,2517.535,3867.375,4437.367,5208.358,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig225.wav,ETHZETHZPositivePositivepig225.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,62.747,148.153,399.626,665.28,432.023,0.223,101.397,20.168,5.028,1.6,-1,1905.698,454.179,2530.733,3567.642,5162.935,6024.794,6786.277,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig227.wav,ETHZETHZPositivePositivepig227.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,64.274,238.572,417.774,819.837,404.238,0.341,136.464,27.895,4.892,2.58,-1.244,1510.057,428.328,1147.281,2407.211,3300.254,4918.458,6132.004,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig229.wav,ETHZETHZPositivePositivepig229.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,59.457,293.686,479.013,1606.241,418.413,0.299,135.968,25.08,5.421,3.23,-2.069,968.39,430.275,1212.099,2491.349,3341.555,5418.007,7023.338,LF
ETHZ,8/27/14,ETHZETHZPositivePositivepig231.wav,ETHZETHZPositivePositivepig231.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,59.174,130.016,313.198,488.498,427.006,0.202,147.725,27.25,5.421,0.95,-1.016,1134.594,416.899,2376.14,3631.108,4523.964,5676.745,7001.706,LF
ETHZ,8/27/14,ETHZETHZPositivePositivepig2315.wav,ETHZETHZPositivePositivepig2315.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,59.307,163.994,348.29,719.733,102.592,0.299,126.272,25.068,5.037,-1.35,-0.954,1158.367,399.724,2503.906,3527.612,3912.123,7159.508,8210.792,LF
ETHZ,8/27/14,ETHZETHZPositivePositivepig2316.wav,ETHZETHZPositivePositivepig2316.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,58.723,154.028,341.351,492.456,390.03,0.613,133.503,29.355,4.548,0.89,-0.963,1032.592,404.138,1120.83,2423.457,3384.03,4585.785,5320.885,LF
ETHZ,8/27/14,ETHZETHZPositivePositivepig232.wav,ETHZETHZPositivePositivepig232.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,41.659,129.314,297.636,549.44,133.611,0.243,91.291,18.522,4.929,-1.78,-0.903,1161.13,422.596,2330.553,3124.319,3810.083,4833.15,6234.338,LF
ETHZ,8/27/14,ETHZETHZPositivePositivepig233.wav,ETHZETHZPositivePositivepig233.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,42.776,127.017,252.433,604.298,119.665,0.174,107.011,25.89,4.133,-4.57,-1.083,875.294,2256.408,3003.935,3984.594,7124.621,8127.619,9460.786,LF
ETHZ,8/27/14,ETHZETHZPositivePositivepig235.wav,ETHZETHZPositivePositivepig235.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,44.925,205.66,470.653,1780.06,125.032,0.269,125.603,18.608,6.75,1.04,-2.077,1281.877,390.509,2326.349,3403.325,4614.997,6473.584,7491.608,LF
ETHZ,8/27/14,ETHZETHZPositivePositivepig236.wav,ETHZETHZPositivePositivepig236.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,41.298,158.579,307.785,536.714,124.282,0.308,112.514,24.363,4.618,0.54,-0.881,1270.367,357.924,2481.661,3499.022,5718.271,7758.809,9538.591,LF
ETHZ,8/27/14,ETHZETHZPositivePositivepig237.wav,ETHZETHZPositivePositivepig237.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,61.421,158.511,330.602,477.999,380.231,0.224,103.31,22.368,4.619,1.3,-1,1836.336,388.976,1888.373,2585.172,3830.457,5780.039,6417.281,LF
ETHZ,8/27/14,ETHZETHZPositivePositivepig238.wav,ETHZETHZPositivePositivepig238.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,40.382,179.558,370.107,701.13,387.046,0.248,140.276,26.2,5.354,-0.24,-0.891,1369.455,411.627,2661.347,3723.22,4390.605,7418.076,8416.524,LF
ETHZ,8/27/14,ETHZETHZPositivePositivepig239.wav,ETHZETHZPositivePositivepig239.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,71.698,238.035,766.91,2689.857,366.22,0.226,119.915,17.736,6.761,2.55,-1.965,1388.055,403.547,1069.197,2486.207,3446.099,4401.498,5822.483,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig241.wav,ETHZETHZPositivePositivepig241.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,45.902,106.05,302.317,778.384,75.549,0.228,132.818,30.768,4.317,-1.18,-0.978,927.187,335.29,2344.181,3745.954,5606.071,6675.12,7444.437,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig2410.wav,ETHZETHZPositivePositivepig2410.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,48.059,174.82,354.18,488.545,382.159,0.266,112.859,20.68,5.458,2.54,-0.749,844.917,399.228,1988.27,2688.513,3025.21,3818.83,4690.899,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig2411.wav,ETHZETHZPositivePositivepig2411.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,42.125,96.06,258.745,582.588,80.449,0.268,127.826,35.429,3.608,-2.47,-0.791,1026.125,389.615,2150.142,3120.388,4667.182,6879.86,7731.034,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig2412.wav,ETHZETHZPositivePositivepig2412.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,45.475,107.859,318.189,478.618,382.536,0.338,178.496,22.202,8.039,2.33,-0.761,892.774,405.296,2001.852,3080.232,3903.571,4794.873,5357.38,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig2414.wav,ETHZETHZPositivePositivepig2414.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,47.753,169.059,355.067,542.066,373.301,0.234,91.736,27.817,3.298,3.44,-0.803,833.29,391.1,1160.901,1968.044,3895.896,4800.666,5568.229,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig2417.wav,ETHZETHZPositivePositivepig2417.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,50.627,173.064,341.286,614.819,370.616,0.364,101.138,28.861,3.504,0.53,-0.61,1983.191,375.54,1254.782,2054.022,3016.83,6142.683,6730.73,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig2419.wav,ETHZETHZPositivePositivepig2419.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,61.602,108.132,312.656,717.42,78.735,0.513,140.151,30.226,4.637,-0.07,-0.862,1205.943,384.999,1849.735,2913.192,3894.247,6883.261,7912.297,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig242.wav,ETHZETHZPositivePositivepig242.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,43.244,181.24,382.386,978.246,374.616,0.211,136.69,26.053,5.247,1.47,-1.373,947.931,404.465,2274.347,3199.356,4867.035,6717.352,7193.274,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig2420.wav,ETHZETHZPositivePositivepig2420.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,64.298,250.891,475.227,1636.784,407.728,0.828,145.918,29.604,4.929,1.61,-2.03,1028.921,434.088,2417.868,3397.016,5310.597,6705.149,8676.555,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig2421.wav,ETHZETHZPositivePositivepig2421.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,40.372,159.739,316.2,427.945,355.253,0.373,185.723,28.116,6.606,3.14,-0.823,1210.843,361.491,1950.456,3928.824,6181.479,7082.714,8378.635,LF
ETHZ,8/26/14,ETHZETHZPositivePositivepig251.wav,ETHZETHZPositivePositivepig251.wav_spec.png,Weaner,2,female,Enriched,Enriched,LFs,1,Pos,63.495,155.459,411.869,879.08,466.55,0.253,97.301,27.614,3.524,-0.25,-1.024,1126.162,481.038,2474.618,3850.146,5367.367,5904.371,6901.091,LF
